from,to,from_iso,to_iso,value
8353,8343,YEM,MUS,0.0018823
8353,8483,YEM,MYS,0.021475
8353,8354,YEM,OMN,8.0557
8353,8359,YEM,PAK,0.33599
8353,8356,YEM,SAU,37.13
8353,8355,YEM,SDN,1.5974
8353,8350,YEM,SOM,2.7479
8353,8332,YEM,THA,0.28919
8353,8479,YEM,TZA,0.019593
8353,8353,YEM,YEM,85.164
8396,8478,ZAF,AGO,0.0078713
8396,8464,ZAF,BRA,0.221
8396,8466,ZAF,ARG,0.00017112
8396,8323,ZAF,AUS,2.5649
8396,8393,ZAF,BEN,0.0054757
8396,8404,ZAF,BHS,0.01386
8396,8418,ZAF,BRB,0.0057324
8396,8473,ZAF,CIV,0.041068
8396,8475,ZAF,CMR,2.8952
8396,8426,ZAF,COL,0.00034223
8396,8334,ZAF,COM,0.00154
8396,8406,ZAF,CUB,0.015914
8396,8409,ZAF,DOM,0.023186
8396,5677,ZAF,FRA,13.751
8396,8476,ZAF,GAB,0.0029945
8396,5696,ZAF,GBR,1.1991
8396,8400,ZAF,GHA,0.1007
8396,8472,ZAF,GIN,0.052618
8396,33177,ZAF,GLP,0.0029945
8396,8471,ZAF,GNB,0.0017112
8396,8398,ZAF,GNQ,0.41239
8396,8460,ZAF,GUY,0.0029945
8396,8427,ZAF,HND,0.0011978
8396,8408,ZAF,HTI,0.01232
8396,8480,ZAF,IND,0.0087269
8396,8459,ZAF,JAM,0.0014545
8396,8349,ZAF,KEN,0.0011978
8396,8391,ZAF,LBR,0.052533
8396,8348,ZAF,MDG,1.3156
8396,8345,ZAF,MDV,0.00154
8396,8429,ZAF,MEX,0.00085558
8396,8347,ZAF,MOZ,1.4647
8396,33178,ZAF,MTQ,0.0017967
8396,8343,ZAF,MUS,0.17779
8396,8395,ZAF,NAM,11.66
8396,8474,ZAF,NGA,0.94781
8396,8425,ZAF,NIC,0.00042779
8396,5668,ZAF,NLD,0.00085558
8396,8455,ZAF,NZL,0.016085
8396,33179,ZAF,PRI,0.0070157
8396,8338,ZAF,REU,0.1386
8396,8390,ZAF,SLE,0.040982
8396,8350,ZAF,SOM,0.0056468
8396,8461,ZAF,SUR,0.0054757
8396,8392,ZAF,TGO,0.0051335
8396,8420,ZAF,TTO,0.0011978
8396,8479,ZAF,TZA,0.0005989
8396,8467,ZAF,URY,0.00085558
8396,8456,ZAF,USA,0.013176
8396,8433,ZAF,VEN,0.0046201
8396,8353,ZAF,YEM,0.00094114
8396,8396,ZAF,ZAF,150.52
